n,p,k,temperature,humidity,ph,rainfall,label,humidity_lag_1,humidity_lag_2,humidity_lag_3,humidity_lag_4,humidity_lag_5,humidity_lag_6,humidity_lag_7,humidity_lag_8,humidity_lag_9,humidity_lag_10,humidity_lag_11,humidity_lag_12,humidity_lag_13,humidity_lag_14,humidity_roll_mean_3,humidity_roll_std_7,rainfall_lag_1,rainfall_lag_2,rainfall_lag_3,rainfall_lag_4,rainfall_lag_5,rainfall_lag_6,rainfall_lag_7,rainfall_lag_8,rainfall_lag_9,rainfall_lag_10,rainfall_lag_11,rainfall_lag_12,rainfall_lag_13,rainfall_lag_14,rainfall_roll_mean_3,rainfall_roll_std_7,hum_target_7d,rain_target_7d
36,67,77,18.36952567,19.56381041,7.152811172000001,79.26357665,chickpea,15.65809214,15.40589717,17.13159126,16.98861173,70.74739256,59.66263104,62.49878458,63.24648023,72.80086137,59.37147589,61.37879671,71.96246617,72.61024172,63.73849998,16.06519352333333,25.882888422790092,88.51048983,68.54932919,79.92698081,88.55123143,98.73771338,65.50861389,70.23401597,108.7603001,82.34162918,85.75692395,93.62039175,79.84925393,78.96159541,108.5054416,78.99559994333329,12.470978041434941,17.504949012857143,83.13404446428571
32,73,81,20.45078582,15.40312102,5.988992796000002,92.68373702,chickpea,19.56381041,15.65809214,15.40589717,17.13159126,16.98861173,70.74739256,59.66263104,62.49878458,63.24648023,72.80086137,59.37147589,61.37879671,71.96246617,72.61024172,16.87593324,23.800928947507266,79.26357665,88.51048983,68.54932919,79.92698081,88.55123143,98.73771338,65.50861389,70.23401597,108.7603001,82.34162918,85.75692395,93.62039175,79.84925393,78.96159541,78.77446522333328,11.737579709706777,17.404167878571428,81.17424590285714
58,70,84,20.6543203,16.60820843,6.231049027999999,74.6631118,chickpea,15.40312102,19.56381041,15.65809214,15.40589717,17.13159126,16.98861173,70.74739256,59.66263104,62.49878458,63.24648023,72.80086137,59.37147589,61.37879671,71.96246617,16.875007856666667,20.483673385558852,92.68373702,79.26357665,88.51048983,68.54932919,79.92698081,88.55123143,98.73771338,65.50861389,70.23401597,108.7603001,82.34162918,85.75692395,93.62039175,79.84925393,86.8192678333333,10.014592001374806,17.819584045714286,82.03821200285714
59,70,84,17.3348681,18.74926979,7.550808267000001,82.61734721,chickpea,16.60820843,15.40312102,19.56381041,15.65809214,15.40589717,17.13159126,16.98861173,70.74739256,59.66263104,62.49878458,63.24648023,72.80086137,59.37147589,61.37879671,17.19171328666667,1.467352828394227,74.6631118,92.68373702,79.26357665,88.51048983,68.54932919,79.92698081,88.55123143,98.73771338,65.50861389,70.23401597,108.7603001,82.34162918,85.75692395,93.62039175,82.20347515666663,8.61678109040014,17.242646271428573,80.26171265999999
42,62,75,18.17912258,18.90426935,7.010570541,81.84997529,chickpea,18.74926979,16.60820843,15.40312102,19.56381041,15.65809214,15.40589717,17.13159126,16.98861173,70.74739256,59.66263104,62.49878458,63.24648023,72.80086137,59.37147589,16.92019974666667,1.6664769674287352,82.61734721,74.6631118,92.68373702,79.26357665,88.51048983,68.54932919,79.92698081,88.55123143,98.73771338,65.50861389,70.23401597,108.7603001,82.34162918,85.75692395,83.32139867666663,8.111583734581599,17.28231817,78.79458786000001
28,74,81,18.01272266,18.30968112,8.753795334,81.98568791,chickpea,18.90426935,18.74926979,16.60820843,15.40312102,19.56381041,15.65809214,15.40589717,17.13159126,16.98861173,70.74739256,59.66263104,62.49878458,63.24648023,72.80086137,18.087249189999998,1.8287518954679753,81.84997529,82.61734721,74.6631118,92.68373702,79.26357665,88.51048983,68.54932919,79.92698081,88.55123143,98.73771338,65.50861389,70.23401597,108.7603001,82.34162918,79.71014476666663,8.106181740260002,17.503810924285713,77.58339532857143
58,66,79,20.99373558,19.33470387,8.718192847000001,93.55280105,chickpea,18.30968112,18.90426935,18.74926979,16.60820843,15.40312102,19.56381041,15.65809214,15.40589717,17.13159126,16.98861173,70.74739256,59.66263104,62.49878458,63.24648023,18.654406753333333,1.6814215372641093,81.98568791,81.84997529,82.61734721,74.6631118,92.68373702,79.26357665,88.51048983,68.54932919,79.92698081,88.55123143,98.73771338,65.50861389,70.23401597,108.7603001,82.15100346999996,5.916862602467148,17.083903535714285,76.00776611428572
43,66,79,19.46233971,15.22538951,7.976607593,74.58565097,chickpea,19.33470387,18.30968112,18.90426935,18.74926979,16.60820843,15.40312102,19.56381041,15.65809214,15.40589717,17.13159126,16.98861173,70.74739256,59.66263104,62.49878458,18.849551446666666,1.542396445407513,93.55280105,81.98568791,81.84997529,82.61734721,74.6631118,92.68373702,79.26357665,88.51048983,68.54932919,79.92698081,88.55123143,98.73771338,65.50861389,70.23401597,85.79615474999996,6.911255665456966,17.159696534285715,74.91978823428572
58,63,81,19.81344531,14.69765308,6.5154995489999985,78.96514709,chickpea,15.22538951,19.33470387,18.30968112,18.90426935,18.74926979,16.60820843,15.40312102,19.56381041,15.65809214,15.40589717,17.13159126,16.98861173,70.74739256,59.66263104,17.62325816666667,1.7282093003780088,74.58565097,93.55280105,81.98568791,81.84997529,82.61734721,74.6631118,92.68373702,79.26357665,88.51048983,68.54932919,79.92698081,88.55123143,98.73771338,65.50861389,83.37471330999996,7.613730805917024,17.106194395714287,76.56223627
23,62,85,18.97424756,19.5161216,8.490127142,80.7108745,chickpea,14.69765308,15.22538951,19.33470387,18.30968112,18.90426935,18.74926979,16.60820843,15.40312102,19.56381041,15.65809214,15.40589717,17.13159126,16.98861173,70.74739256,16.419248819999996,1.8846916635248887,78.96514709,74.58565097,93.55280105,81.98568791,81.84997529,82.61734721,74.6631118,92.68373702,79.26357665,88.51048983,68.54932919,79.92698081,88.55123143,98.73771338,82.36786636999996,6.417564248591999,16.624699532857143,75.21926456000001
27,62,77,18.19737048,14.71070537,6.576415562,70.18185181,chickpea,19.5161216,14.69765308,15.22538951,19.33470387,18.30968112,18.90426935,18.74926979,16.60820843,15.40312102,19.56381041,15.65809214,15.40589717,17.13159126,16.98861173,16.479721396666665,1.9971303969104173,80.7108745,78.96514709,74.58565097,93.55280105,81.98568791,81.84997529,82.61734721,74.6631118,92.68373702,79.26357665,88.51048983,68.54932919,79.92698081,88.55123143,78.08722418666663,5.769251382787743,16.68214106857143,77.44314987
28,72,84,18.72963144,19.18197264,6.481783042999999,71.58010169,chickpea,14.71070537,19.5161216,14.69765308,15.22538951,19.33470387,18.30968112,18.90426935,18.74926979,16.60820843,15.40312102,19.56381041,15.65809214,15.40589717,17.13159126,16.308160016666665,2.2509993929726795,70.18185181,80.7108745,78.96514709,74.58565097,93.55280105,81.98568791,81.84997529,82.61734721,74.6631118,92.68373702,79.26357665,88.51048983,68.54932919,79.92698081,76.61929113333329,7.278413278721316,16.08461281857143,79.97606486428572
50,56,76,20.99502153,19.8601304,7.966605025,73.50734019,chickpea,19.18197264,14.71070537,19.5161216,14.69765308,15.22538951,19.33470387,18.30968112,18.90426935,18.74926979,16.60820843,15.40312102,19.56381041,15.65809214,15.40589717,17.802933203333335,2.2873189580387794,71.58010169,70.18185181,80.7108745,78.96514709,74.58565097,93.55280105,81.98568791,81.84997529,82.61734721,74.6631118,92.68373702,79.26357665,88.51048983,68.54932919,74.1576093333333,7.912357463027315,15.880988252857142,81.69351649999999
39,71,84,20.28155898,16.39535215,8.140825437,82.52339655,chickpea,19.8601304,19.18197264,14.71070537,19.5161216,14.69765308,15.22538951,19.33470387,18.30968112,18.90426935,18.74926979,16.60820843,15.40312102,19.56381041,15.65809214,17.917602803333335,2.4710725092396264,73.50734019,71.58010169,70.18185181,80.7108745,78.96514709,74.58565097,93.55280105,81.98568791,81.84997529,82.61734721,74.6631118,92.68373702,79.26357665,88.51048983,71.75643122999996,7.990988264850139,16.284521129999998,80.32580333714284
25,78,76,17.48042641,15.7559405,7.228963452,66.96980581,chickpea,16.39535215,19.8601304,19.18197264,14.71070537,19.5161216,14.69765308,15.22538951,19.33470387,18.30968112,18.90426935,18.74926979,16.60820843,15.40312102,19.56381041,18.47915173,2.3551168564887814,82.52339655,73.50734019,71.58010169,70.18185181,80.7108745,78.96514709,74.58565097,93.55280105,81.98568791,81.84997529,82.61734721,74.6631118,92.68373702,79.26357665,75.87027947666662,4.745854361432741,16.094326094285716,81.09107038714285
31,70,77,20.88818675,14.32313811,6.492546046,90.46228334,chickpea,15.7559405,16.39535215,19.8601304,19.18197264,14.71070537,19.5161216,14.69765308,15.22538951,19.33470387,18.30968112,18.90426935,18.74926979,16.60820843,15.40312102,17.337141016666667,2.2930566149547063,66.96980581,82.52339655,73.50734019,71.58010169,70.18185181,80.7108745,78.96514709,74.58565097,93.55280105,81.98568791,81.84997529,82.61734721,74.6631118,92.68373702,74.33351418333329,5.866788525622191,16.430908672857143,78.86423787285715
26,80,83,17.08498521,16.14565756,7.528599957000001,71.31007253,chickpea,14.32313811,15.7559405,16.39535215,19.8601304,19.18197264,14.71070537,19.5161216,14.69765308,15.22538951,19.33470387,18.30968112,18.90426935,18.74926979,16.60820843,15.491476920000002,2.3633669558526855,90.46228334,66.96980581,82.52339655,73.50734019,71.58010169,70.18185181,80.7108745,78.96514709,74.58565097,93.55280105,81.98568791,81.84997529,82.61734721,74.6631118,79.98516189999997,8.294938442766648,16.79113697142857,82.20707327857143
25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,chickpea,16.14565756,14.32313811,15.7559405,16.39535215,19.8601304,19.18197264,14.71070537,19.5161216,14.69765308,15.22538951,19.33470387,18.30968112,18.90426935,18.74926979,15.40824539,2.1215183623292626,71.31007253,90.46228334,66.96980581,82.52339655,73.50734019,71.58010169,70.18185181,80.7108745,78.96514709,74.58565097,93.55280105,81.98568791,81.84997529,82.61734721,76.24738722666662,8.272293477900174,17.07020076857143,81.92093296571429
31,78,76,17.57212145,14.99927489,8.519975748,89.31050665,chickpea,15.11279612,16.14565756,14.32313811,15.7559405,16.39535215,19.8601304,19.18197264,14.71070537,19.5161216,14.69765308,15.22538951,19.33470387,18.30968112,18.90426935,15.193863930000001,2.065769531126466,85.74904898,71.31007253,90.46228334,66.96980581,82.52339655,73.50734019,71.58010169,70.18185181,80.7108745,78.96514709,74.58565097,93.55280105,81.98568791,81.84997529,82.50713494999997,8.76989365120462,17.489238605714284,80.43666092142858
60,68,83,19.12065218,18.43475844,6.620900869,85.52950164,chickpea,14.99927489,15.11279612,16.14565756,14.32313811,15.7559405,16.39535215,19.8601304,19.18197264,14.71070537,19.5161216,14.69765308,15.22538951,19.33470387,18.30968112,15.419242856666669,1.8114461606230106,89.31050665,85.74904898,71.31007253,90.46228334,66.96980581,82.52339655,73.50734019,71.58010169,70.18185181,80.7108745,78.96514709,74.58565097,93.55280105,81.98568791,82.12320938666663,9.336446703872445,16.892564515714287,80.18378516571428
59,62,83,18.57665902,19.22008229,8.104396057999999,72.94940441,chickpea,18.43475844,14.99927489,15.11279612,16.14565756,14.32313811,15.7559405,16.39535215,19.8601304,19.18197264,14.71070537,19.5161216,14.69765308,15.22538951,19.33470387,16.182276483333336,1.333318781894917,85.52950164,89.31050665,85.74904898,71.31007253,90.46228334,66.96980581,82.52339655,73.50734019,71.58010169,70.18185181,80.7108745,78.96514709,74.58565097,93.55280105,86.86301908999997,9.049532240107988,16.40693742857143,80.70184304142857
22,67,78,17.16606398,14.42457525,6.204090835,72.32667516,chickpea,19.22008229,18.43475844,14.99927489,15.11279612,16.14565756,14.32313811,15.7559405,16.39535215,19.8601304,19.18197264,14.71070537,19.5161216,14.69765308,15.22538951,17.551371873333334,1.8444304059598353,72.94940441,85.52950164,89.31050665,85.74904898,71.31007253,90.46228334,66.96980581,82.52339655,73.50734019,71.58010169,70.18185181,80.7108745,78.96514709,74.58565097,82.59647089999996,9.609374961139519,17.123748732857145,83.47813465857143
36,65,80,18.2872007,16.67921616,6.051091339,74.87445574,chickpea,14.42457525,19.22008229,18.43475844,14.99927489,15.11279612,16.14565756,14.32313811,15.7559405,16.39535215,19.8601304,19.18197264,14.71070537,19.5161216,14.69765308,17.35980532666667,1.9722374462954637,72.32667516,72.94940441,85.52950164,89.31050665,85.74904898,71.31007253,90.46228334,66.96980581,82.52339655,73.50734019,71.58010169,70.18185181,80.7108745,78.96514709,76.93519373666663,8.52002023576681,17.468393434285712,83.68531342857143
59,60,84,19.03025305,18.66725565,7.690962337999999,94.70992037,chickpea,16.67921616,14.42457525,19.22008229,18.43475844,14.99927489,15.11279612,16.14565756,14.32313811,15.7559405,16.39535215,19.8601304,19.18197264,14.71070537,19.5161216,16.77462456666667,1.8143087735796615,74.87445574,72.32667516,72.94940441,85.52950164,89.31050665,85.74904898,71.31007253,90.46228334,66.96980581,82.52339655,73.50734019,71.58010169,70.18185181,80.7108745,73.38351176999997,7.655713041510994,17.10271109857143,82.97406679857143
54,77,85,17.141861399999996,17.0662427,7.8292111439999985,83.74606679,chickpea,18.66725565,16.67921616,14.42457525,19.22008229,18.43475844,14.99927489,15.11279612,16.14565756,14.32313811,15.7559405,16.39535215,19.8601304,19.18197264,14.71070537,16.59034902,1.9900513632599532,94.70992037,74.87445574,72.32667516,72.94940441,85.52950164,89.31050665,85.74904898,71.31007253,90.46228334,66.96980581,82.52339655,73.50734019,71.58010169,70.18185181,80.63701708999996,8.826645766927601,17.027983325714285,84.34610620285714
43,68,81,17.47809436,17.93253975,6.761599706,78.92060234,chickpea,17.0662427,18.66725565,16.67921616,14.42457525,19.22008229,18.43475844,14.99927489,15.11279612,16.14565756,14.32313811,15.7559405,16.39535215,19.8601304,19.18197264,17.470904836666666,1.8473199280157637,83.74606679,94.70992037,74.87445574,72.32667516,72.94940441,85.52950164,89.31050665,85.74904898,71.31007253,90.46228334,66.96980581,82.52339655,73.50734019,71.58010169,84.44348096666663,8.724561385127437,16.978201025714288,84.67198660428572
28,76,82,20.56601874,14.25803981,6.654425315,83.75937135,chickpea,17.93253975,17.0662427,18.66725565,16.67921616,14.42457525,19.22008229,18.43475844,14.99927489,15.11279612,16.14565756,14.32313811,15.7559405,16.39535215,19.8601304,17.88867936666667,1.6176779170732005,78.92060234,83.74606679,94.70992037,74.87445574,72.32667516,72.94940441,85.52950164,89.31050665,85.74904898,71.31007253,90.46228334,66.96980581,82.52339655,73.50734019,85.79219649999997,8.12078165670353,17.252442007142857,84.37888969285713
42,79,85,17.22385224,15.82069268,6.129533877,76.57580954,chickpea,14.25803981,17.93253975,17.0662427,18.66725565,16.67921616,14.42457525,19.22008229,18.43475844,14.99927489,15.11279612,16.14565756,14.32313811,15.7559405,16.39535215,16.418940753333334,1.9474679788969755,83.75937135,78.92060234,83.74606679,94.70992037,74.87445574,72.32667516,72.94940441,85.52950164,89.31050665,85.74904898,71.31007253,90.46228334,66.96980581,82.52339655,82.1420134933333,7.961766169928595,17.804540912857142,85.40360167857143
32,60,83,19.69141713,19.44225438,8.829273328,91.76071648,chickpea,15.82069268,14.25803981,17.93253975,17.0662427,18.66725565,16.67921616,14.42457525,19.22008229,18.43475844,14.99927489,15.11279612,16.14565756,14.32313811,15.7559405,16.003757413333332,1.6751379913899724,76.57580954,83.75937135,78.92060234,83.74606679,94.70992037,74.87445574,72.32667516,72.94940441,85.52950164,89.31050665,85.74904898,71.31007253,90.46228334,66.96980581,79.7519277433333,7.518209657521406,17.200816322857143,83.3724910957143
22,78,76,17.84851658,19.09172907,8.621662982,76.32470713,chickpea,19.44225438,15.82069268,14.25803981,17.93253975,17.0662427,18.66725565,16.67921616,14.42457525,19.22008229,18.43475844,14.99927489,15.11279612,16.14565756,14.32313811,16.506995623333335,1.7570422024965997,91.76071648,76.57580954,83.75937135,78.92060234,83.74606679,94.70992037,74.87445574,72.32667516,72.94940441,85.52950164,89.31050665,85.74904898,71.31007253,90.46228334,84.03196578999996,7.498239097848157,17.01750135714286,83.60153105142857
31,79,75,18.8202251,16.1074793,8.204862075,89.73119396,chickpea,19.09172907,19.44225438,15.82069268,14.25803981,17.93253975,17.0662427,18.66725565,16.67921616,14.42457525,19.22008229,18.43475844,14.99927489,15.11279612,16.14565756,18.11822537666667,1.8871080792054493,76.32470713,91.76071648,76.57580954,83.75937135,78.92060234,83.74606679,94.70992037,74.87445574,72.32667516,72.94940441,85.52950164,89.31050665,85.74904898,71.31007253,81.5537443833333,7.236358552297728,17.130110472857144,82.53344015714286
28,58,81,17.47500984,16.54314829,6.18042747,93.35034262,chickpea,16.1074793,19.09172907,19.44225438,15.82069268,14.25803981,17.93253975,17.0662427,18.66725565,16.67921616,14.42457525,19.22008229,18.43475844,14.99927489,15.11279612,18.213820916666666,1.863948009363999,89.73119396,76.32470713,91.76071648,76.57580954,83.75937135,78.92060234,83.74606679,94.70992037,74.87445574,72.32667516,72.94940441,85.52950164,89.31050665,85.74904898,85.93887252333327,6.132684586038186,17.143668085714285,79.2720436357143
57,58,77,18.72649425,17.58406365,7.978996755,81.20176515,chickpea,16.54314829,16.1074793,19.09172907,19.44225438,15.82069268,14.25803981,17.93253975,17.0662427,18.66725565,16.67921616,14.42457525,19.22008229,18.43475844,14.99927489,17.247452220000003,1.8760998552875934,93.35034262,89.73119396,76.32470713,91.76071648,76.57580954,83.75937135,78.92060234,83.74606679,94.70992037,74.87445574,72.32667516,72.94940441,85.52950164,89.31050665,86.4687479033333,7.297860330697289,17.10374143857143,78.06982607571429
49,55,78,18.65580107,16.17772668,7.863113671,81.70769297,chickpea,17.58406365,16.54314829,16.1074793,19.09172907,19.44225438,15.82069268,14.25803981,17.93253975,17.0662427,18.66725565,16.67921616,14.42457525,19.22008229,18.43475844,16.74489708,1.8525729433524296,81.20176515,93.35034262,89.73119396,76.32470713,91.76071648,76.57580954,83.75937135,78.92060234,83.74606679,94.70992037,74.87445574,72.32667516,72.94940441,85.52950164,88.09443390999996,7.062341380835267,17.04614924,78.57561258142857
46,76,77,18.2356751,19.68538502,6.967843048,83.74879344,chickpea,16.17772668,17.58406365,16.54314829,16.1074793,19.09172907,19.44225438,15.82069268,14.25803981,17.93253975,17.0662427,18.66725565,16.67921616,14.42457525,19.22008229,16.768312873333333,1.4892494972331405,81.70769297,81.20176515,93.35034262,89.73119396,76.32470713,91.76071648,76.57580954,83.75937135,78.92060234,83.74606679,94.70992037,74.87445574,72.32667516,72.94940441,85.41993357999996,7.148575898133351,16.272991362857145,78.80775461714286
54,61,77,18.81198127,15.21618225,6.206582192999999,77.54294240000002,chickpea,19.68538502,16.17772668,17.58406365,16.54314829,16.1074793,19.09172907,19.44225438,15.82069268,14.25803981,17.93253975,17.0662427,18.66725565,16.67921616,14.42457525,17.815725116666666,1.5833928521929717,83.74879344,81.70769297,81.20176515,93.35034262,89.73119396,76.32470713,91.76071648,76.57580954,83.75937135,78.92060234,83.74606679,94.70992037,74.87445574,72.32667516,82.21941718666663,6.308348213128961,16.704237811428573,78.53472807428571
38,60,76,18.65054116,17.80852431,8.868741443,77.92798682,chickpea,15.21618225,19.68538502,16.17772668,17.58406365,16.54314829,16.1074793,19.09172907,19.44225438,15.82069268,14.25803981,17.93253975,17.0662427,18.66725565,16.67921616,17.026431316666667,1.6587600313380089,77.54294240000002,83.74879344,81.70769297,81.20176515,93.35034262,89.73119396,76.32470713,91.76071648,76.57580954,83.75937135,78.92060234,83.74606679,94.70992037,74.87445574,80.99980960333329,6.208471730428955,16.291936451428572,80.20481256571429
59,55,79,20.36720401,16.89574311,8.766128654,82.2545577,chickpea,17.80852431,15.21618225,19.68538502,16.17772668,17.58406365,16.54314829,16.1074793,19.09172907,19.44225438,15.82069268,14.25803981,17.93253975,17.0662427,18.66725565,17.570030526666667,1.4757730399767306,77.92798682,77.54294240000002,83.74879344,81.70769297,81.20176515,93.35034262,89.73119396,76.32470713,91.76071648,76.57580954,83.75937135,78.92060234,83.74606679,94.70992037,79.7399075533333,5.928390453809384,16.34423678,79.23859170428571
36,76,75,18.38120357,16.63805158,8.736337905,70.52056697,chickpea,16.89574311,17.80852431,15.21618225,19.68538502,16.17772668,17.58406365,16.54314829,16.1074793,19.09172907,19.44225438,15.82069268,14.25803981,17.93253975,17.0662427,16.64014989,1.4239238994646704,82.2545577,77.92798682,77.54294240000002,83.74879344,81.70769297,81.20176515,93.35034262,89.73119396,76.32470713,91.76071648,76.57580954,83.75937135,78.92060234,83.74606679,79.24182897333331,5.2777950409310685,16.390330241428572,81.45719361857142
57,68,81,17.17012591,17.30457712,8.081095263,72.78624223,chickpea,16.63805158,16.89574311,17.80852431,15.21618225,19.68538502,16.17772668,17.58406365,16.54314829,16.1074793,19.09172907,19.44225438,15.82069268,14.25803981,17.93253975,17.114106333333336,1.4178426285893369,70.52056697,82.2545577,77.92798682,77.54294240000002,83.74879344,81.70769297,81.20176515,93.35034262,89.73119396,76.32470713,91.76071648,76.57580954,83.75937135,78.92060234,76.9010371633333,4.471716959475511,16.629719948571427,82.52353706714287
35,66,81,19.37101121,15.77458129,6.138243973,85.24819851,chickpea,17.30457712,16.63805158,16.89574311,17.80852431,15.21618225,19.68538502,16.17772668,17.58406365,16.54314829,16.1074793,19.09172907,19.44225438,15.82069268,14.25803981,16.94612393666667,1.407269864008468,72.78624223,70.52056697,82.2545577,77.92798682,77.54294240000002,83.74879344,81.70769297,81.20176515,93.35034262,89.73119396,76.32470713,91.76071648,76.57580954,83.75937135,75.18712229999997,4.9699433382857805,17.181522614285715,81.52527950714286
35,64,78,17.92845928,14.27327988,7.496645259,85.37378769,chickpea,15.77458129,17.30457712,16.63805158,16.89574311,17.80852431,15.21618225,19.68538502,16.17772668,17.58406365,16.54314829,16.1074793,19.09172907,19.44225438,15.82069268,16.57240333,1.4587892330618326,85.24819851,72.78624223,70.52056697,82.2545577,77.92798682,77.54294240000002,83.74879344,81.70769297,81.20176515,93.35034262,89.73119396,76.32470713,91.76071648,76.57580954,76.18500256999995,5.5483666673755065,17.30734826142857,80.12586752857143
52,60,79,19.45339934,18.23490739,8.380185271,75.6317566,chickpea,14.27327988,15.77458129,17.30457712,16.63805158,16.89574311,17.80852431,15.21618225,19.68538502,16.17772668,17.58406365,16.54314829,16.1074793,19.09172907,19.44225438,15.78414609666667,1.2454733653823706,85.37378769,85.24819851,72.78624223,70.52056697,82.2545577,77.92798682,77.54294240000002,83.74879344,81.70769297,81.20176515,93.35034262,89.73119396,76.32470713,91.76071648,81.1360761433333,5.827841098153371,16.913908857142857,79.7419976
27,76,83,19.12829388,14.92241479,6.289614016,89.61857826,chickpea,18.23490739,14.27327988,15.77458129,17.30457712,16.63805158,16.89574311,17.80852431,15.21618225,19.68538502,16.17772668,17.58406365,16.54314829,16.1074793,19.09172907,16.09425618666667,1.3377641747810027,75.6317566,85.37378769,85.24819851,72.78624223,70.52056697,82.2545577,77.92798682,77.54294240000002,83.74879344,81.70769297,81.20176515,93.35034262,89.73119396,76.32470713,82.0845809333333,5.9406481156026905,16.882258125714284,79.90735366285715
57,60,84,19.1034283,17.26184541,6.586777189,75.49101167,chickpea,14.92241479,18.23490739,14.27327988,15.77458129,17.30457712,16.63805158,16.89574311,17.80852431,15.21618225,19.68538502,16.17772668,17.58406365,16.54314829,16.1074793,15.810200686666668,1.3846284491110414,89.61857826,75.6317566,85.37378769,85.24819851,72.78624223,70.52056697,82.2545577,77.92798682,77.54294240000002,83.74879344,81.70769297,81.20176515,93.35034262,89.73119396,83.54137418333329,7.242319204170926,16.804603884285715,80.23991117285713
52,68,78,17.48504075,16.96070581,6.89655198,86.05078037,chickpea,17.26184541,14.92241479,18.23490739,14.27327988,15.77458129,17.30457712,16.63805158,16.89574311,17.80852431,15.21618225,19.68538502,16.17772668,17.58406365,16.54314829,16.806389196666668,1.417754638441071,75.49101167,89.61857826,75.6317566,85.37378769,85.24819851,72.78624223,70.52056697,82.2545577,77.92798682,77.54294240000002,83.74879344,81.70769297,81.20176515,93.35034262,80.24711550999997,7.373268262538083,17.08349648714286,79.0996722557143
43,79,79,19.40751744,18.98030507,7.8067476560000015,80.25064637,chickpea,16.96070581,17.26184541,14.92241479,18.23490739,14.27327988,15.77458129,17.30457712,16.63805158,16.89574311,17.80852431,15.21618225,19.68538502,16.17772668,17.58406365,16.381655336666668,1.4340504388428281,86.05078037,75.49101167,89.61857826,75.6317566,85.37378769,85.24819851,72.78624223,70.52056697,82.2545577,77.92798682,77.54294240000002,83.74879344,81.70769297,81.20176515,83.7201234333333,6.609804676883065,16.891852074285715,79.86090197
44,74,85,20.18649426,19.63719995,7.150681303,78.26039559,chickpea,18.98030507,16.96070581,17.26184541,14.92241479,18.23490739,14.27327988,15.77458129,17.30457712,16.63805158,16.89574311,17.80852431,15.21618225,19.68538502,16.17772668,17.734285430000003,1.7228839292170437,80.25064637,86.05078037,75.49101167,89.61857826,75.6317566,85.37378769,85.24819851,72.78624223,70.52056697,82.2545577,77.92798682,77.54294240000002,83.74879344,81.70769297,80.59747946999997,5.484035117611233,16.639044834285716,78.59601565285713
24,55,78,17.30287885,15.15405941,6.64919573,75.57790384,chickpea,19.63719995,18.98030507,16.96070581,17.26184541,14.92241479,18.23490739,14.27327988,15.77458129,17.30457712,16.63805158,16.89574311,17.80852431,15.21618225,19.68538502,18.52607027666667,1.9996768389629715,78.26039559,80.25064637,86.05078037,75.49101167,89.61857826,75.6317566,85.37378769,85.24819851,72.78624223,70.52056697,82.2545577,77.92798682,77.54294240000002,83.74879344,81.5206074433333,5.5411012023848185,16.763525902857143,78.70283688857144
29,77,75,17.50361137,15.48083156,7.778591617999999,72.9446671,chickpea,15.15405941,19.63719995,18.98030507,16.96070581,17.26184541,14.92241479,18.23490739,14.27327988,15.77458129,17.30457712,16.63805158,16.89574311,17.80852431,15.21618225,17.92385481,1.8043535938836017,75.57790384,78.26039559,80.25064637,86.05078037,75.49101167,89.61857826,75.6317566,85.37378769,85.24819851,72.78624223,70.52056697,82.2545577,77.92798682,77.54294240000002,78.02964859999996,5.643205355449492,17.039597392857143,79.80224734571428
20,60,78,18.17234999,14.70085967,6.358740355,90.7760707,chickpea,15.48083156,15.15405941,19.63719995,18.98030507,16.96070581,17.26184541,14.92241479,18.23490739,14.27327988,15.77458129,17.30457712,16.63805158,16.89574311,17.80852431,16.757363640000005,1.8675468187015023,72.9446671,75.57790384,78.26039559,80.25064637,86.05078037,75.49101167,89.61857826,75.6317566,85.37378769,85.24819851,72.78624223,70.52056697,82.2545577,77.92798682,75.59432217666664,6.0747525848825354,17.08154764714286,78.27871416
56,67,78,17.57445618,16.71826572,8.255450758,77.81891424,chickpea,14.70085967,15.48083156,15.15405941,19.63719995,18.98030507,16.96070581,17.26184541,14.92241479,18.23490739,14.27327988,15.77458129,17.30457712,16.63805158,16.89574311,15.111916880000003,1.9083549819980792,90.7760707,72.9446671,75.57790384,78.26039559,80.25064637,86.05078037,75.49101167,89.61857826,75.6317566,85.37378769,85.24819851,72.78624223,70.52056697,82.2545577,79.76621387999997,6.39567873717891,16.796245464285715,80.29686262857142
37,66,85,20.93175255,18.91295403,6.456148474,78.06910795,chickpea,16.71826572,14.70085967,15.48083156,15.15405941,19.63719995,18.98030507,16.96070581,17.26184541,14.92241479,18.23490739,14.27327988,15.77458129,17.30457712,16.63805158,15.633318983333334,1.9013814345609787,77.81891424,90.7760707,72.9446671,75.57790384,78.26039559,80.25064637,86.05078037,75.49101167,89.61857826,75.6317566,85.37378769,85.24819851,72.78624223,70.52056697,80.51321734666664,6.184814470379355,16.547623915714286,81.64600834428572
49,71,76,19.71098332,17.63879418,6.613072145,85.57925437,chickpea,18.91295403,16.71826572,14.70085967,15.48083156,15.15405941,19.63719995,18.98030507,16.96070581,17.26184541,14.92241479,18.23490739,14.27327988,15.77458129,17.30457712,16.77735980666667,2.064292174749076,78.06910795,77.81891424,90.7760707,72.9446671,75.57790384,78.26039559,80.25064637,86.05078037,75.49101167,89.61857826,75.6317566,85.37378769,85.24819851,72.78624223,82.22136429666664,5.647370368690439,16.70628754,82.84938231142857
